,date,local_price,dollar_ex,dollar_price,dollar_ppp,dollar_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation,region
439,2013-01-31,4.5,1.23485,3.6441673077702,1.0303622963723,-16.559720097804,-17.260516540159,-31.371555894275,-22.209242177289,0.56361549156707,-13.659819878581,SIN
440,2012-07-31,4.4,1.2585,3.4962256654748,1.0167533217793,-19.209112294055,-15.957393136943,-24.31985204496,-21.680668683418,-14.783717600341,-10.677109476638,SIN
441,2012-01-31,4.85,1.2928,3.751547029703,1.1555267534225,-10.618289493928,-6.8456788015273,-20.619908193718,-8.8332362468912,-10.092834896483,-6.5131436501515,SIN
442,2011-07-31,4.41,1.20705,3.6535354790605,1.0848708487085,-10.122128436396,-5.9301480159499,-30.987146413025,-13.47073458434,-10.825071367981,-8.9554484002499,SIN
443,2010-07-31,4.23,1.3742,3.0781545626546,1.1330357142857,-17.549431357465,,,,,,SIN
444,2010-01-31,4.45,1.39555,3.1887069614131,1.2430167597765,-10.929973144887,,,,,,SIN
445,2009-07-31,4.22,1.4645,2.8815295322636,1.1820728291317,-19.284887051441,,,,,,SIN
446,2008-06-30,3.95,1.35275,2.9199778229532,1.1064425770308,-18.207904118957,,,,,,SIN
447,2007-06-30,3.95,1.52375,2.5922887612797,1.158357771261,-23.979801722002,,,,,,SIN
448,2007-01-31,3.6,1.53795,2.3407783087877,1.1180124223602,-27.305021466221,,,,,,SIN
449,2006-05-31,3.6,1.5873,2.2680022680023,1.1612903225806,-26.838636516056,,,,,,SIN
450,2006-01-31,3.6,1.6353,2.2014309301046,1.1428571428571,-30.113303806204,,,,,,SIN
451,2005-06-30,3.6,1.6607,2.1677605828867,1.1764705882353,-29.158150886054,,,,,,SIN
